X Y  Z
 2.40000000000000E+0001 -1.63195046638780E+0001  1.73765506737799E+0000
 2.40000000000000E+0001 -1.85635083588387E+0001  1.79435654740196E+0000
 2.40000000000000E+0001 -2.09197122385474E+0001  1.82628436726061E+0000
 2.70000000000000E+0001  1.07000000000000E+0001  6.50060811522537E-0001
 2.70000000000000E+0001  9.81477114894561E+0000  7.13692540551283E-0001
 2.70000000000000E+0001  8.88528085533850E+0000  7.94462250837988E-0001
 2.70000000000000E+0001  7.90931604705103E+0000  8.54400482621425E-0001
 2.70000000000000E+0001  6.88455299834919E+0000  8.93242792564796E-0001
 2.70000000000000E+0001  5.80855179721226E+0000  9.26611928486279E-0001
 2.70000000000000E+0001  4.67875053601848E+0000  9.63073257974709E-0001
 2.70000000000000E+0001  3.49245921176501E+0000  1.00286414545193E+0000
 2.70000000000000E+0001  2.24685332129887E+0000  1.04346488100043E+0000
 2.70000000000000E+0001  9.38967136309422E-0001  1.08337137721689E+0000
 2.70000000000000E+0001 -4.34313357929499E-0001  1.12379829141647E+0000
 2.70000000000000E+0001 -1.87625787688037E+0000  1.16813348326799E+0000
 2.70000000000000E+0001 -3.39029962177877E+0000  1.22032251560799E+0000
 2.70000000000000E+0001 -4.98004345392211E+0000  1.28264663749841E+0000
 2.70000000000000E+0001 -6.64927447767261E+0000  1.35391164819819E+0000
 2.70000000000000E+0001 -8.40196705261063E+0000  1.43040709781845E+0000
 2.70000000000000E+0001 -1.02422942562955E+0001  1.50873858772046E+0000
 2.70000000000000E+0001 -1.21746378201647E+0001  1.58707332396455E+0000
 2.70000000000000E+0001 -1.42035985622273E+0001  1.66378296488356E+0000
 2.70000000000000E+0001 -1.63340073413931E+0001  1.73470225177206E+0000
 2.70000000000000E+0001 -1.85709365595172E+0001  1.79136625080260E+0000
 2.70000000000000E+0001 -2.09197122385474E+0001  1.82326865766735E+0000
 3.00000000000000E+0001  1.06000000000000E+0001  6.29024574852610E-0001
 3.00000000000000E+0001  9.71757075965799E+0000  6.89296631821749E-0001
 3.00000000000000E+0001  8.79102005729888E+0000  7.67543756883703E-0001
 3.00000000000000E+0001  7.81814181982181E+0000  8.29334888648460E-0001
 3.00000000000000E+0001  6.79661967047089E+0000  8.73877074197921E-0001
 3.00000000000000E+0001  5.72402141365242E+0000  9.13550036301806E-0001
 3.00000000000000E+0001  4.59779324399303E+0000  9.54668139214935E-0001
 3.00000000000000E+0001  3.41525366585068E+0000  9.97185719506844E-0001
 3.00000000000000E+0001  2.17358710880120E+0000  1.03926286114122E+0000
 3.00000000000000E+0001  8.69837223899250E-0001  1.08003636723566E+0000
 3.00000000000000E+0001 -4.99100155247799E-0001  1.12101233657557E+0000
 3.00000000000000E+0001 -1.93648440335220E+0000  1.16564161720425E+0000
 3.00000000000000E+0001 -3.44573786386182E+0000  1.21791884480737E+0000
 3.00000000000000E+0001 -5.03045399739693E+0000  1.28021943713951E+0000
 3.00000000000000E+0001 -6.69440593760878E+0000  1.35142644096873E+0000
 3.00000000000000E+0001 -8.44155547483123E+0000  1.42786454879752E+0000
 3.00000000000000E+0001 -1.02760624889148E+0001  1.50614570520097E+0000
 3.00000000000000E+0001 -1.22022948537025E+0001  1.58443250426006E+0000
 3.00000000000000E+0001 -1.42248388367297E+0001  1.66109076764010E+0000
 3.00000000000000E+0001 -1.63485100189082E+0001  1.73195465217226E+0000
 3.00000000000000E+0001 -1.85783647601956E+0001  1.78856797949598E+0000
 3.00000000000000E+0001 -2.09197122385474E+0001  1.82043930031994E+0000
 3.30000000000000E+0001  1.05000000000000E+0001  6.16651484780509E-0001
 3.30000000000000E+0001  9.62037037037037E+0000  6.74039726575283E-0001
 3.30000000000000E+0001  8.69675925925926E+0000  7.49743140769212E-0001
 3.30000000000000E+0001  7.72696759259259E+0000  8.12288644396988E-0001
 3.30000000000000E+0001  6.70868634259259E+0000  8.60405913218150E-0001
 3.30000000000000E+0001  5.63949103009259E+0000  9.04324886115610E-0001
 3.30000000000000E+0001  4.51683595196759E+0000  9.48627319004517E-0001
 3.30000000000000E+0001  3.33804811993634E+0000  9.93206568467143E-0001
 3.30000000000000E+0001  2.10032089630353E+0000  1.03659812696178E+0000
 3.30000000000000E+0001  8.00707311489075E-0001  1.07821819700287E+0000
 3.30000000000000E+0001 -5.63886952566101E-0001  1.11961100626508E+0000
 3.30000000000000E+0001 -1.99671092982404E+0000  1.16426419727030E+0000
 3.30000000000000E+0001 -3.50117610594487E+0000  1.21632949491505E+0000
 3.30000000000000E+0001 -5.08086454087174E+0000  1.27836123514903E+0000
 3.30000000000000E+0001 -6.73953739754496E+0000  1.34934253640629E+0000
 3.30000000000000E+0001 -8.48114389705184E+0000  1.42561287993614E+0000
 3.30000000000000E+0001 -1.03098307215340E+0001  1.50376919017454E+0000
 3.30000000000000E+0001 -1.22299518872404E+0001  1.58195623690883E+0000
 3.30000000000000E+0001 -1.42460791112320E+0001  1.65852737858949E+0000
 3.30000000000000E+0001 -1.63630126964233E+0001  1.72931262446163E+0000
 3.30000000000000E+0001 -1.85857929608741E+0001  1.78586178855274E+0000
 3.30000000000000E+0001 -2.09197122385474E+0001  1.81769607667543E+0000
 3.45000000000000E+0001  1.05000000000000E+0001  6.17667859261524E-0001
 3.45000000000000E+0001  9.62037037037037E+0000  6.72751739524273E-0001
 3.45000000000000E+0001  8.69675925925926E+0000  7.45604865888924E-0001
 3.45000000000000E+0001  7.72696759259259E+0000  8.06476892127088E-0001
 3.45000000000000E+0001  6.70868634259259E+0000  8.54780957027677E-0001
 3.45000000000000E+0001  5.63949103009259E+0000  8.99698043065868E-0001
 3.45000000000000E+0001  4.51683595196759E+0000  9.45259408436412E-0001
 3.45000000000000E+0001  3.33804811993634E+0000  9.90994346087830E-0001
 3.45000000000000E+0001  2.10032089630353E+0000  1.03544998076481E+0000
 3.45000000000000E+0001  8.00707311489075E-0001  1.07781312405208E+0000
 3.45000000000000E+0001 -5.63886952566101E-0001  1.11942893670176E+0000
 3.45000000000000E+0001 -1.99671092982404E+0000  1.16382497197212E+0000
 3.45000000000000E+0001 -3.50117610594487E+0000  1.21540295002755E+0000
 3.45000000000000E+0001 -5.08086454087174E+0000  1.27696208268586E+0000
 3.45000000000000E+0001 -6.73953739754496E+0000  1.34757985948711E+0000
 3.45000000000000E+0001 -8.48114389705184E+0000  1.42359151400682E+0000
 3.45000000000000E+0001 -1.03098307215340E+0001  1.50156018290351E+0000
 3.45000000000000E+0001 -1.22299518872404E+0001  1.57960321442491E+0000
 3.45000000000000E+0001 -1.42460791112320E+0001  1.65605644744979E+0000
 3.45000000000000E+0001 -1.63630126964233E+0001  1.72674277300217E+0000
 3.45000000000000E+0001 -1.85857929608741E+0001  1.78321593573434E+0000
 3.45000000000000E+0001 -2.09197122385474E+0001  1.81500787671499E+0000
 3.60000000000000E+0001  1.05000000000000E+0001  6.22334039336793E-0001
 3.60000000000000E+0001  9.62037037037037E+0000  6.75602680255962E-0001
 3.60000000000000E+0001  8.69675925925926E+0000  7.45812236618657E-0001
 3.60000000000000E+0001  7.72696759259259E+0000  8.04791050930377E-0001
 3.60000000000000E+0001  6.70868634259259E+0000  8.52372722150966E-0001
 3.60000000000000E+0001  5.63949103009259E+0000  8.97647559077350E-0001
 3.60000000000000E+0001  4.51683595196759E+0000  9.43864219306479E-0001
 3.60000000000000E+0001  3.33804811993634E+0000  9.90491201258610E-0001
 3.60000000000000E+0001  2.10032089630353E+0000  1.03581554261162E+0000
 3.60000000000000E+0001  8.00707311489075E-0001  1.07869481258992E+0000
 3.60000000000000E+0001 -5.63886952566101E-0001  1.12023329520152E+0000
 3.60000000000000E+0001 -1.99671092982404E+0000  1.16408251244981E+0000
 3.60000000000000E+0001 -3.50117610594487E+0000  1.21497415426353E+0000
 3.60000000000000E+0001 -5.08086454087174E+0000  1.27593871164609E+0000
 3.60000000000000E+0001 -6.73953739754496E+0000  1.34611928121575E+0000
 3.60000000000000E+0001 -8.48114389705184E+0000  1.42182016102770E+0000
 3.60000000000000E+0001 -1.03098307215340E+0001  1.49956302204236E+0000
 3.60000000000000E+0001 -1.22299518872404E+0001  1.57743419549016E+0000
 3.60000000000000E+0001 -1.42460791112320E+0001  1.65375016555293E+0000
 3.60000000000000E+0001 -1.63630126964233E+0001  1.72432528182547E+0000
 3.60000000000000E+0001 -1.85857929608741E+0001  1.78071572933727E+0000
 3.60000000000000E+0001 -2.09197122385474E+0001  1.81246255721032E+0000
 3.90000000000000E+0001  1.05000000000000E+0001  6.18975837635820E-0001
 3.90000000000000E+0001  9.62037037037037E+0000  6.71230161308404E-0001
 3.90000000000000E+0001  8.69675925925926E+0000  7.40574140659019E-0001
 3.90000000000000E+0001  7.72696759259259E+0000  7.99846156458782E-0001
 3.90000000000000E+0001  6.70868634259259E+0000  8.49084054843969E-0001
 3.90000000000000E+0001  5.63949103009259E+0000  8.96209604775579E-0001
 3.90000000000000E+0001  4.51683595196759E+0000  9.43926106189889E-0001
 3.90000000000000E+0001  3.33804811993634E+0000  9.91593634433098E-0001
 3.90000000000000E+0001  2.10032089630353E+0000  1.03762530268527E+0000
 3.90000000000000E+0001  8.00707311489075E-0001  1.08066566641930E+0000
 3.90000000000000E+0001 -5.63886952566101E-0001  1.12174403376150E+0000
 3.90000000000000E+0001 -1.99671092982404E+0000  1.16478507565265E+0000
 3.90000000000000E+0001 -3.50117610594487E+0000  1.21486905810897E+0000
 3.90000000000000E+0001 -5.08086454087174E+0000  1.27520333338946E+0000
 3.90000000000000E+0001 -6.73953739754496E+0000  1.34493179107712E+0000
 3.90000000000000E+0001 -8.48114389705184E+0000  1.42030969330269E+0000
 3.90000000000000E+0001 -1.03098307215340E+0001  1.49781458433743E+0000
 3.90000000000000E+0001 -1.22299518872404E+0001  1.57550385865528E+0000
 3.90000000000000E+0001 -1.42460791112320E+0001  1.65167563078723E+0000
 3.90000000000000E+0001 -1.63630126964233E+0001  1.72213585914381E+0000
 3.90000000000000E+0001 -1.85857929608741E+0001  1.77844236291919E+0000
 3.90000000000000E+0001 -2.09197122385474E+0001  1.81014402184310E+0000
 4.20000000000000E+0001  1.06000000000000E+0001  6.12265983198896E-0001
 4.20000000000000E+0001  9.71757075965799E+0000  6.65106937498584E-0001
 4.20000000000000E+0001  8.79102005729888E+0000  7.35710308588240E-0001
 4.20000000000000E+0001  7.81814181982181E+0000  7.96982666742304E-0001
 4.20000000000000E+0001  6.79661967047089E+0000  8.48441104830103E-0001
 4.20000000000000E+0001  5.72402141365242E+0000  8.97377313911850E-0001
 4.20000000000000E+0001  4.59779324399303E+0000  9.46176030529187E-0001
 4.20000000000000E+0001  3.41525366585068E+0000  9.94450059153958E-0001
 4.20000000000000E+0001  2.17358710880120E+0000  1.04070492439551E+0000
 4.20000000000000E+0001  8.69837223899250E-0001  1.08341735908783E+0000
 4.20000000000000E+0001 -4.99100155247799E-0001  1.12365007135255E+0000
 4.20000000000000E+0001 -1.93648440335220E+0000  1.16568066192340E+0000
 4.20000000000000E+0001 -3.44573786386182E+0000  1.21491228829626E+0000
 4.20000000000000E+0001 -5.03045399739693E+0000  1.27463077969725E+0000
 4.20000000000000E+0001 -6.69440593760878E+0000  1.34392671477436E+0000
 4.20000000000000E+0001 -8.44155547483123E+0000  1.41899092942872E+0000
 4.20000000000000E+0001 -1.02760624889148E+0001  1.49626053105420E+0000
 4.20000000000000E+0001 -1.22022948537025E+0001  1.57376771693392E+0000
 4.20000000000000E+0001 -1.42248388367297E+0001  1.64979469429052E+0000
 4.20000000000000E+0001 -1.63485100189082E+0001  1.72014011610361E+0000
 4.20000000000000E+0001 -1.85783647601956E+0001  1.77636353349273E+0000
 4.20000000000000E+0001 -2.09197122385474E+0001  1.80802079228861E+0000
 4.50000000000000E+0001  1.06000000000000E+0001  6.19956551759347E-0001
 4.50000000000000E+0001  9.71757075965799E+0000  6.75142317531664E-0001
 4.50000000000000E+0001  8.79102005729888E+0000  7.47991138674858E-0001
 4.50000000000000E+0001  7.81814181982181E+0000  8.09305201167474E-0001
 4.50000000000000E+0001  6.79661967047089E+0000  8.58701031365441E-0001
 4.50000000000000E+0001  5.72402141365242E+0000  9.05101701458584E-0001
 4.50000000000000E+0001  4.59779324399303E+0000  9.51966782413707E-0001
 4.50000000000000E+0001  3.41525366585068E+0000  9.99190246197134E-0001
 4.50000000000000E+0001  2.17358710880120E+0000  1.04473790849731E+0000
 4.50000000000000E+0001  8.69837223899250E-0001  1.08654471103673E+0000
 4.50000000000000E+0001 -4.99100155247799E-0001  1.12560968333380E+0000
 4.50000000000000E+0001 -1.93648440335220E+0000  1.16652968467903E+0000
 4.50000000000000E+0001 -3.44573786386182E+0000  1.21493049797957E+0000
 4.50000000000000E+0001 -5.03045399739693E+0000  1.27408483967025E+0000
 4.50000000000000E+0001 -6.69440593760878E+0000  1.34298641828624E+0000
 4.50000000000000E+0001 -8.44155547483123E+0000  1.41775800671684E+0000
 4.50000000000000E+0001 -1.02760624889148E+0001  1.49480244139255E+0000
 4.50000000000000E+0001 -1.22022948537025E+0001  1.57213177897380E+0000
 4.50000000000000E+0001 -1.42248388367297E+0001  1.64801549808992E+0000
 4.50000000000000E+0001 -1.63485100189082E+0001  1.71824688325519E+0000
 4.50000000000000E+0001 -1.85783647601956E+0001  1.77438783057565E+0000
 4.50000000000000E+0001 -2.09197122385474E+0001  1.80600117081812E+0000
 4.65000000000000E+0001  1.06500000000000E+0001  6.48159052809527E-0001
 4.65000000000000E+0001  9.76617095430180E+0000  7.06666251453671E-0001
 4.65000000000000E+0001  8.83815045631869E+0000  7.81376216041319E-0001
 4.65000000000000E+0001  7.86372893343642E+0000  8.39136932387317E-0001
 4.65000000000000E+0001  6.84058633441004E+0000  8.80888697137334E-0001
 4.65000000000000E+0001  5.76628660543234E+0000  9.19350348323387E-0001
 4.65000000000000E+0001  4.63827189000576E+0000  9.60857476283411E-0001
 4.65000000000000E+0001  3.45385643880784E+0000  1.00516709835184E+0000
 4.65000000000000E+0001  2.21022021505003E+0000  1.04907779231366E+0000
 4.65000000000000E+0001  9.04402180104336E-0001  1.08951099227225E+0000
 4.65000000000000E+0001 -4.66706756588650E-0001  1.12725696114204E+0000
 4.65000000000000E+0001 -1.90637114011628E+0000  1.16710561724738E+0000
 4.65000000000000E+0001 -3.41801874282030E+0000  1.21478071098793E+0000
 4.65000000000000E+0001 -5.00524872565952E+0000  1.27346527821372E+0000
 4.65000000000000E+0001 -6.67184020764070E+0000  1.34203452382439E+0000
 4.65000000000000E+0001 -8.42176126372093E+0000  1.41655053545609E+0000
 4.65000000000000E+0001 -1.02591783726051E+0001  1.49339053010903E+0000
 4.65000000000000E+0001 -1.21884663369336E+0001  1.57055340807618E+0000
 4.65000000000000E+0001 -1.42142186994785E+0001  1.64630016034161E+0000
 4.65000000000000E+0001 -1.63412586801507E+0001  1.71642111629496E+0000
 4.65000000000000E+0001 -1.85746506598564E+0001  1.77248179481443E+0000
 4.65000000000000E+0001 -2.09197122385474E+0001  1.80405228560523E+0000
 4.80000000000000E+0001  1.07000000000000E+0001  6.77500127004794E-0001
 4.80000000000000E+0001  9.81477114894561E+0000  7.39195673487589E-0001
 4.80000000000000E+0001  8.88528085533850E+0000  8.15660448384356E-0001
 4.80000000000000E+0001  7.90931604705103E+0000  8.69944798917175E-0001
 4.80000000000000E+0001  6.88455299834919E+0000  9.03661428744539E-0001
 4.80000000000000E+0001  5.80855179721226E+0000  9.33908051611711E-0001
 4.80000000000000E+0001  4.67875053601848E+0000  9.69574645116900E-0001
 4.80000000000000E+0001  3.49245921176501E+0000  1.01064403936925E+0000
 4.80000000000000E+0001  2.24685332129887E+0000  1.05263478540871E+0000
 4.80000000000000E+0001  9.38967136309422E-0001  1.09162357785548E+0000
 4.80000000000000E+0001 -4.34313357929499E-0001  1.12819345981599E+0000
 4.80000000000000E+0001 -1.87625787688037E+0000  1.16720903973075E+0000
 4.80000000000000E+0001 -3.39029962177877E+0000  1.21437001857394E+0000
 4.80000000000000E+0001 -4.98004345392211E+0000  1.27272881702377E+0000
 4.80000000000000E+0001 -6.64927447767261E+0000  1.34105821374188E+0000
 4.80000000000000E+0001 -8.40196705261063E+0000  1.41537579938128E+0000
 4.80000000000000E+0001 -1.02422942562955E+0001  1.49204762726917E+0000
 4.80000000000000E+0001 -1.21746378201647E+0001  1.56906738537643E+0000
 4.80000000000000E+0001 -1.42035985622273E+0001  1.64469258362650E+0000
 4.80000000000000E+0001 -1.63340073413931E+0001  1.71471345480605E+0000
 4.80000000000000E+0001 -1.85709365595172E+0001  1.77070044452776E+0000
 4.80000000000000E+0001 -2.09197122385474E+0001  1.80223136856441E+0000
 5.10000000000000E+0001  1.08000000000000E+0001  6.82428361419636E-0001
 5.10000000000000E+0001  9.91197153823323E+0000  7.46387505512964E-0001
 5.10000000000000E+0001  8.97954165337812E+0000  8.25814212128920E-0001
 5.10000000000000E+0001  8.00049027428025E+0000  8.81290767215794E-0001
 5.10000000000000E+0001  6.97248632622749E+0000  9.13737854993371E-0001
 5.10000000000000E+0001  5.89308218077209E+0000  9.41214807845352E-0001
 5.10000000000000E+0001  4.75970782804392E+0000  9.74407175432375E-0001
 5.10000000000000E+0001  3.56966475767935E+0000  1.01363335185320E+0000
 5.10000000000000E+0001  2.32011953379654E+0000  1.05426885064274E+0000
 5.10000000000000E+0001  1.00809704871960E+0000  1.09222128398587E+0000
 5.10000000000000E+0001 -3.69526560611195E-0001  1.12808687469873E+0000
 5.10000000000000E+0001 -1.81603135040853E+0000  1.16670084039229E+0000
 5.10000000000000E+0001 -3.33486137969573E+0000  1.21364661136372E+0000
 5.10000000000000E+0001 -4.92963291044729E+0000  1.27186032920418E+0000
 5.10000000000000E+0001 -6.60414301773643E+0000  1.34005590452078E+0000
 5.10000000000000E+0001 -8.36237863039002E+0000  1.41424351140446E+0000
 5.10000000000000E+0001 -1.02085260236763E+0001  1.49079282753228E+0000
 5.10000000000000E+0001 -1.21469807866268E+0001  1.56770086462645E+0000
 5.10000000000000E+0001 -1.41823582877250E+0001  1.64322644984846E+0000
 5.10000000000000E+0001 -1.63195046638780E+0001  1.71316249362946E+0000
 5.10000000000000E+0001 -1.85635083588387E+0001  1.76908569919865E+0000
 5.10000000000000E+0001 -2.09197122385474E+0001  1.80058197939215E+0000
 5.40000000000000E+0001  1.08000000000000E+0001  6.60358438119138E-0001
 5.40000000000000E+0001  9.91197153823323E+0000  7.24996205344876E-0001
 5.40000000000000E+0001  8.97954165337812E+0000  8.07800104749114E-0001
 5.40000000000000E+0001  8.00049027428025E+0000  8.69389752602496E-0001
 5.40000000000000E+0001  6.97248632622749E+0000  9.07787320648258E-0001
 5.40000000000000E+0001  5.89308218077209E+0000  9.39102827701166E-0001
 5.40000000000000E+0001  4.75970782804392E+0000  9.73807357630838E-0001
 5.40000000000000E+0001  3.56966475767935E+0000  1.01316489537358E+0000
 5.40000000000000E+0001  2.32011953379654E+0000  1.05339674692897E+0000
 5.40000000000000E+0001  1.00809704871960E+0000  1.09101580689386E+0000
 5.40000000000000E+0001 -3.69526560611195E-0001  1.12682320050141E+0000
 5.40000000000000E+0001 -1.81603135040853E+0000  1.16554559304604E+0000
 5.40000000000000E+0001 -3.33486137969573E+0000  1.21259413393051E+0000
 5.40000000000000E+0001 -4.92963291044729E+0000  1.27083436705552E+0000
 5.40000000000000E+0001 -6.60414301773643E+0000  1.33899527808735E+0000
 5.40000000000000E+0001 -8.36237863039002E+0000  1.41311535771029E+0000
 5.40000000000000E+0001 -1.02085260236763E+0001  1.48958500832351E+0000
 5.40000000000000E+0001 -1.21469807866268E+0001  1.56641115557331E+0000
 5.40000000000000E+0001 -1.41823582877250E+0001  1.64185797293061E+0000
 5.40000000000000E+0001 -1.63195046638780E+0001  1.71172355857909E+0000
 5.40000000000000E+0001 -1.85635083588387E+0001  1.76759216320791E+0000
 5.40000000000000E+0001 -2.09197122385474E+0001  1.79905831273086E+0000
 5.55000000000000E+0001  1.08500000000000E+0001  6.30392186376141E-0001
 5.55000000000000E+0001  9.96057173287704E+0000  6.93662225710100E-0001
 5.55000000000000E+0001  9.02667205239793E+0000  7.77996808573389E-0001
 5.55000000000000E+0001  8.04607738789486E+0000  8.45872008088060E-0001
 5.55000000000000E+0001  7.01645299016664E+0000  8.92504127407560E-0001
 5.55000000000000E+0001  5.93534737255201E+0000  9.30327472858495E-0001
 5.55000000000000E+0001  4.80018647405665E+0000  9.68684764977774E-0001
 5.55000000000000E+0001  3.60826753063652E+0000  1.00952422019032E+0000
 5.55000000000000E+0001  2.35675264004538E+0000  1.05024718714560E+0000
 5.55000000000000E+0001  1.04266200492468E+0000  1.08825504595212E+0000
 5.55000000000000E+0001 -3.37133161952044E-0001  1.12461033409383E+0000
 5.55000000000000E+0001 -1.78591808717261E+0000  1.16386570452902E+0000
 5.55000000000000E+0001 -3.30714225865420E+0000  1.21126180218562E+0000
 5.55000000000000E+0001 -4.90442763870988E+0000  1.26966040216171E+0000
 5.55000000000000E+0001 -6.58157728776834E+0000  1.33786172931551E+0000
 5.55000000000000E+0001 -8.34258441927972E+0000  1.41196452221435E+0000
 5.55000000000000E+0001 -1.01916419073666E+0001  1.48838927925041E+0000
 5.55000000000000E+0001 -1.21331522698579E+0001  1.56515797797098E+0000
 5.55000000000000E+0001 -1.41717381504738E+0001  1.64054317213281E+0000
 5.55000000000000E+0001 -1.63122533251205E+0001  1.71035007396579E+0000
 5.55000000000000E+0001 -1.85597942584995E+0001  1.76617153602291E+0000
 5.55000000000000E+0001 -2.09197122385474E+0001  1.79761118230072E+0000
 5.70000000000000E+0001  1.09000000000000E+0001  6.09548687205693E-0001
 5.70000000000000E+0001  1.00091719275208E+0001  6.70082210243323E-0001
 5.70000000000000E+0001  9.07380245141774E+0000  7.53083592755223E-0001
 5.70000000000000E+0001  8.09166450150947E+0000  8.23760331193975E-0001
 5.70000000000000E+0001  7.06041965410579E+0000  8.75895837147009E-0001
 5.70000000000000E+0001  5.97761256433193E+0000  9.19076361706876E-0001
 5.70000000000000E+0001  4.84066512006937E+0000  9.61080329786574E-0001
 5.70000000000000E+0001  3.64687030359368E+0000  1.00388887961399E+0000
 5.70000000000000E+0001  2.39338574629421E+0000  1.04569858518270E+0000
 5.70000000000000E+0001  1.07722696112977E+0000  1.08462333109727E+0000
 5.70000000000000E+0001 -3.04739763292893E-0001  1.12191120088959E+0000
 5.70000000000000E+0001 -1.75580482393669E+0000  1.16193300707269E+0000
 5.70000000000000E+0001 -3.27942313761268E+0000  1.20979877986614E+0000
 5.70000000000000E+0001 -4.87922236697247E+0000  1.26842293789631E+0000
 5.70000000000000E+0001 -6.55901155780025E+0000  1.33671214687503E+0000
 5.70000000000000E+0001 -8.32279020816942E+0000  1.41083308103837E+0000
 5.70000000000000E+0001 -1.01747577910570E+0001  1.48724029731777E+0000
 5.70000000000000E+0001 -1.21193237530890E+0001  1.56397238932461E+0000
 5.70000000000000E+0001 -1.41611180132226E+0001  1.63931172645675E+0000
 5.70000000000000E+0001 -1.63050019863629E+0001  1.70907148469887E+0000
 5.70000000000000E+0001 -1.85560801581602E+0001  1.76485347340707E+0000
 5.70000000000000E+0001 -2.09197122385474E+0001  1.79627045873920E+0000
 6.00000000000000E+0001  1.10000000000000E+0001  6.02438235902133E-0001
 6.00000000000000E+0001  1.01063723168084E+0001  6.60506882093455E-0001
 6.00000000000000E+0001  9.16806324945735E+0000  7.40676744289430E-0001
 6.00000000000000E+0001  8.18283872873869E+0000  8.10266265454482E-0001
 6.00000000000000E+0001  7.14835298198409E+0000  8.63544779454394E-0001
 6.00000000000000E+0001  6.06214294789176E+0000  9.09024617264459E-0001
 6.00000000000000E+0001  4.92162241209481E+0000  9.53302924034422E-0001
 6.00000000000000E+0001  3.72407584950802E+0000  9.97765290426721E-0001
 6.00000000000000E+0001  2.46665195879189E+0000  1.04078602670842E+0000
 6.00000000000000E+0001  1.14635687353995E+0000  1.08083147563200E+0000
 6.00000000000000E+0001 -2.39952965974593E-0001  1.11918128135352E+0000
 6.00000000000000E+0001 -1.69557829746486E+0000  1.16001053130800E+0000
 6.00000000000000E+0001 -3.22398489552963E+0000  1.20835425442596E+0000
 6.00000000000000E+0001 -4.82881182349765E+0000  1.26721586165029E+0000
 6.00000000000000E+0001 -6.51388009786407E+0000  1.33561113787196E+0000
 6.00000000000000E+0001 -8.28320178594881E+0000  1.40977148345985E+0000
 6.00000000000000E+0001 -1.01409895584377E+0001  1.48618115742822E+0000
 6.00000000000000E+0001 -1.20916667195512E+0001  1.56289422523580E+0000
 6.00000000000000E+0001 -1.41398777387203E+0001  1.63820238724371E+0000
 6.00000000000000E+0001 -1.62904993088479E+0001  1.70792655986847E+0000
 6.00000000000000E+0001 -1.85486519574818E+0001  1.76367715567597E+0000
 6.00000000000000E+0001 -2.09197122385474E+0001  1.79507565540412E+0000
 6.30000000000000E+0001  1.10000000000000E+0001  6.08766506807864E-0001
 6.30000000000000E+0001  1.01063723168084E+0001  6.65827726894064E-0001
 6.30000000000000E+0001  9.16806324945735E+0000  7.43297937467315E-0001
 6.30000000000000E+0001  8.18283872873869E+0000  8.09084803385590E-0001
 6.30000000000000E+0001  7.14835298198409E+0000  8.59124496349932E-0001
 6.30000000000000E+0001  6.06214294789176E+0000  9.03173103437082E-0001
 6.30000000000000E+0001  4.92162241209481E+0000  9.47371624261169E-0001
 6.30000000000000E+0001  3.72407584950802E+0000  9.92410063160714E-0001
 6.30000000000000E+0001  2.46665195879189E+0000  1.03626545449906E+0000
 6.30000000000000E+0001  1.14635687353995E+0000  1.07732291313660E+0000
 6.30000000000000E+0001 -2.39952965974593E-0001  1.11665676257447E+0000
 6.30000000000000E+0001 -1.69557829746486E+0000  1.15821418049072E+0000
 6.30000000000000E+0001 -3.22398489552963E+0000  1.20698325368290E+0000
 6.30000000000000E+0001 -4.82881182349765E+0000  1.26606167758135E+0000
 6.30000000000000E+0001 -6.51388009786407E+0000  1.33456446411199E+0000
 6.30000000000000E+0001 -8.28320178594881E+0000  1.40877442844986E+0000
 6.30000000000000E+0001 -1.01409895584377E+0001  1.48519970069723E+0000
 6.30000000000000E+0001 -1.20916667195512E+0001  1.56190675500973E+0000
 6.30000000000000E+0001 -1.41398777387203E+0001  1.63719530934420E+0000
 6.30000000000000E+0001 -1.62904993088479E+0001  1.70689335091969E+0000
 6.30000000000000E+0001 -1.85486519574818E+0001  1.76261932205574E+0000
 6.30000000000000E+0001 -2.09197122385474E+0001  1.79400287696510E+0000
 6.45000000000000E+0001  1.10000000000000E+0001  6.27279065200301E-0001
 6.45000000000000E+0001  1.01063723168084E+0001  6.84692883711032E-0001
 6.45000000000000E+0001  9.16806324945735E+0000  7.60137452000088E-0001
 6.45000000000000E+0001  8.18283872873869E+0000  8.20386437589791E-0001
 6.45000000000000E+0001  7.14835298198409E+0000  8.63877773624277E-0001
 6.45000000000000E+0001  6.06214294789176E+0000  9.02872901298031E-0001
 6.45000000000000E+0001  4.92162241209481E+0000  9.44463233232330E-0001
 6.45000000000000E+0001  3.72407584950802E+0000  9.88605473862748E-0001
 6.45000000000000E+0001  2.46665195879189E+0000  1.03262370761115E+0000
 6.45000000000000E+0001  1.14635687353995E+0000  1.07435909508313E+0000
 6.45000000000000E+0001 -2.39952965974593E-0001  1.11446036207188E+0000
 6.45000000000000E+0001 -1.69557829746486E+0000  1.15659636140573E+0000
 6.45000000000000E+0001 -3.22398489552963E+0000  1.20570575147883E+0000
 6.45000000000000E+0001 -4.82881182349765E+0000  1.26496702783942E+0000
 6.45000000000000E+0001 -6.51388009786407E+0000  1.33356842810465E+0000
 6.45000000000000E+0001 -8.28320178594881E+0000  1.40783061417738E+0000
 6.45000000000000E+0001 -1.01409895584377E+0001  1.48427835717166E+0000
