X Y  Z
-7.50000000000000E+0000  8.02768626076708E+0000  1.09453546490325E+0000
-7.50000000000000E+0000  6.90744678349009E+0000  1.11067228935079E+0000
-7.50000000000000E+0000  5.73119533234925E+0000  1.12324168681465E+0000
-7.50000000000000E+0000  4.49613130865137E+0000  1.14136412423562E+0000
-7.50000000000000E+0000  3.19931408376860E+0000  1.16490461745684E+0000
-7.50000000000000E+0000  1.83765599764168E+0000  1.19082954175395E+0000
-7.50000000000000E+0000  4.07915007208423E-0001  1.21828747437188E+0000
-7.50000000000000E+0000 -1.09331303274650E+0000  1.25014599133018E+0000
-7.50000000000000E+0000 -2.66960247469917E+0000  1.29117123658471E+0000
-7.50000000000000E+0000 -4.32470638874947E+0000  1.34443786415207E+0000
-7.50000000000000E+0000 -6.06256549850229E+0000  1.40880092209580E+0000
-7.50000000000000E+0000 -7.88731756374275E+0000  1.48013409283962E+0000
-7.50000000000000E+0000 -9.80330723224523E+0000  1.55463673585748E+0000
-7.50000000000000E+0000 -1.18150963841728E+0001  1.63024346439404E+0000
-7.50000000000000E+0000 -1.39274749936968E+0001  1.70519865979285E+0000
-7.50000000000000E+0000 -1.61454725336970E+0001  1.77519606246355E+0000
-7.50000000000000E+0000 -1.84743699506972E+0001  1.83153142915281E+0000
-7.50000000000000E+0000 -2.09197122385474E+0001  1.86338566277758E+0000
-5.00000000000000E+0000  1.20000000000000E+0001  7.51540339402989E-0001
-5.00000000000000E+0000  1.10783762096846E+0001  8.51631175231639E-0001
-5.00000000000000E+0000  1.01106712298535E+0001  9.77422759361497E-0001
-5.00000000000000E+0000  9.09458100103088E+0000  1.06176115071109E+0000
-5.00000000000000E+0000  8.02768626076708E+0000  1.09666322162124E+0000
-5.00000000000000E+0000  6.90744678349009E+0000  1.10845258299463E+0000
-5.00000000000000E+0000  5.73119533234925E+0000  1.11921490086824E+0000
-5.00000000000000E+0000  4.49613130865137E+0000  1.13696946415288E+0000
-5.00000000000000E+0000  3.19931408376860E+0000  1.16074991844029E+0000
-5.00000000000000E+0000  1.83765599764168E+0000  1.18714197910747E+0000
-5.00000000000000E+0000  4.07915007208423E-0001  1.21512023857668E+0000
